               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.038397,            0.010493,           0.0060001,             0.89921,             0.55932,             0.63035,              0.3165,            0.039533,            0.008431,           0.0091629,           0.0089021,           0.0089021,           0.0089021
                 161,             0.03775,            0.010352,           0.0064119,             0.88717,             0.57398,              0.6317,             0.30669,            0.040125,           0.0088181,           0.0088459,           0.0088888,           0.0088888,           0.0088888
                 162,            0.037921,            0.010595,           0.0057837,             0.88476,             0.56403,              0.6196,             0.31419,            0.039977,           0.0086703,           0.0097539,           0.0088755,           0.0088755,           0.0088755
                 163,            0.037911,            0.010484,           0.0061924,             0.88421,             0.56695,             0.62155,             0.31318,            0.040252,           0.0087353,           0.0082335,           0.0088621,           0.0088621,           0.0088621
                 164,            0.038314,            0.011009,           0.0066442,             0.89074,             0.57782,             0.62631,             0.31709,            0.039684,           0.0084109,            0.010069,           0.0088487,           0.0088487,           0.0088487
                 165,            0.038361,             0.01111,           0.0062581,             0.88233,             0.57225,             0.62436,             0.31958,            0.040178,           0.0083948,           0.0090737,           0.0088351,           0.0088351,           0.0088351
                 166,            0.037557,            0.010491,           0.0061241,             0.89567,             0.55675,             0.62059,             0.32176,            0.040082,           0.0085101,           0.0095827,           0.0088215,           0.0088215,           0.0088215
                 167,            0.037504,             0.01058,           0.0057888,             0.91188,             0.56589,             0.63472,             0.32465,             0.03971,           0.0083259,           0.0090909,           0.0088079,           0.0088079,           0.0088079
                 168,            0.037879,            0.010223,           0.0054664,             0.90461,             0.58034,              0.6424,             0.32337,            0.039838,           0.0082593,           0.0084489,           0.0087942,           0.0087942,           0.0087942
                 169,            0.036606,             0.01059,            0.005407,              0.8962,             0.59089,             0.63681,             0.32181,            0.039348,           0.0082211,           0.0084835,           0.0087804,           0.0087804,           0.0087804
                 170,            0.037785,            0.010227,           0.0069406,             0.89234,             0.58385,             0.63563,             0.32159,            0.039471,            0.008134,           0.0085372,           0.0087665,           0.0087665,           0.0087665
                 171,            0.037929,            0.010205,           0.0061171,             0.86724,             0.57033,             0.61469,             0.31016,             0.04041,           0.0084049,             0.01307,           0.0087526,           0.0087526,           0.0087526
                 172,             0.03838,            0.010853,           0.0066252,             0.88274,             0.56768,             0.61172,             0.30766,            0.040543,           0.0083706,             0.01166,           0.0087386,           0.0087386,           0.0087386
                 173,            0.037957,            0.010834,           0.0062349,              0.8691,             0.58018,             0.61977,             0.31495,            0.040128,           0.0083096,           0.0099875,           0.0087245,           0.0087245,           0.0087245
                 174,            0.037412,             0.01026,           0.0057608,             0.84707,             0.55798,             0.60048,             0.30631,            0.040376,           0.0086573,            0.012633,           0.0087104,           0.0087104,           0.0087104
                 175,              0.0378,             0.01034,           0.0061041,             0.89671,             0.57751,             0.62794,              0.3213,            0.039955,           0.0084147,           0.0096477,           0.0086962,           0.0086962,           0.0086962
                 176,            0.037281,           0.0099853,           0.0056237,             0.88187,              0.5909,             0.64071,             0.32535,            0.039961,           0.0082215,            0.009103,            0.008682,            0.008682,            0.008682
                 177,            0.037887,            0.010976,            0.005945,             0.87661,             0.58057,             0.62814,             0.32003,            0.039952,           0.0084362,           0.0097445,           0.0086677,           0.0086677,           0.0086677
                 178,            0.037076,            0.010559,           0.0051149,             0.88317,              0.5872,             0.62751,             0.32549,            0.039649,           0.0083684,           0.0092417,           0.0086533,           0.0086533,           0.0086533
                 179,            0.036018,            0.010358,           0.0050467,             0.89211,             0.58456,             0.63547,             0.32984,            0.039711,           0.0081889,           0.0094376,           0.0086389,           0.0086389,           0.0086389
                 180,            0.036945,            0.010352,            0.005714,             0.90473,             0.58455,             0.64342,             0.32525,            0.039397,           0.0081673,           0.0090652,           0.0086243,           0.0086243,           0.0086243
                 181,            0.036394,            0.010227,           0.0054055,             0.89952,             0.58749,             0.64338,             0.32611,            0.039365,           0.0082978,           0.0090693,           0.0086098,           0.0086098,           0.0086098
                 182,            0.036769,            0.010344,            0.005854,             0.90846,             0.57494,             0.63597,             0.32328,            0.039236,           0.0082813,           0.0095246,           0.0085952,           0.0085952,           0.0085952
                 183,            0.036559,            0.010634,           0.0054366,             0.88494,             0.58386,             0.63659,             0.31718,            0.039067,           0.0085423,           0.0095249,           0.0085805,           0.0085805,           0.0085805
                 184,            0.036323,            0.010353,           0.0055042,             0.91327,             0.57462,             0.63752,             0.32284,            0.038701,           0.0084042,           0.0087662,           0.0085657,           0.0085657,           0.0085657
                 185,            0.036875,           0.0098688,           0.0055102,             0.89699,             0.59375,             0.64595,             0.32856,            0.039003,           0.0084489,           0.0081166,           0.0085509,           0.0085509,           0.0085509
                 186,            0.036692,            0.010736,           0.0055938,             0.91099,             0.58895,             0.64315,             0.32665,            0.039398,           0.0081958,           0.0086626,            0.008536,            0.008536,            0.008536
                 187,            0.036132,           0.0099555,           0.0047096,             0.92464,             0.59115,             0.64298,             0.32384,            0.038862,           0.0082841,           0.0085154,           0.0085211,           0.0085211,           0.0085211
                 188,            0.036137,            0.010429,           0.0055922,             0.89315,             0.60027,             0.64373,             0.33125,            0.038965,           0.0082689,           0.0098983,           0.0085061,           0.0085061,           0.0085061
                 189,              0.0364,           0.0097849,           0.0057665,             0.90635,             0.56643,             0.63413,             0.32264,            0.040235,           0.0085319,            0.010396,            0.008491,            0.008491,            0.008491
                 190,            0.036476,            0.010353,           0.0054843,             0.87695,              0.5991,             0.64116,             0.33077,            0.038504,            0.008336,           0.0086942,           0.0084759,           0.0084759,           0.0084759
                 191,            0.035859,             0.01001,           0.0053454,             0.87578,             0.59662,             0.63302,              0.3246,             0.03909,           0.0085284,           0.0090402,           0.0084607,           0.0084607,           0.0084607
                 192,            0.035613,           0.0098123,           0.0050721,             0.86633,             0.57455,              0.6191,             0.31813,              0.0397,           0.0084412,            0.010728,           0.0084455,           0.0084455,           0.0084455
                 193,            0.035622,           0.0099478,           0.0048127,             0.88072,              0.5921,             0.63687,             0.33068,            0.039275,           0.0083086,           0.0091086,           0.0084302,           0.0084302,           0.0084302
                 194,            0.036151,              0.0102,           0.0050957,             0.91306,             0.57377,             0.63857,             0.33219,            0.038615,           0.0084046,           0.0093172,           0.0084148,           0.0084148,           0.0084148
                 195,             0.03536,            0.009997,           0.0048236,             0.88212,             0.59906,             0.63566,             0.33287,            0.038812,           0.0083346,           0.0089066,           0.0083994,           0.0083994,           0.0083994
                 196,              0.0361,           0.0098686,           0.0049935,              0.9051,             0.59934,             0.64821,             0.33058,            0.039069,           0.0081013,           0.0079854,           0.0083839,           0.0083839,           0.0083839
                 197,            0.035641,            0.010104,           0.0044551,             0.90031,             0.59283,             0.64522,              0.3313,            0.038938,           0.0082014,           0.0081058,           0.0083684,           0.0083684,           0.0083684
                 198,            0.036335,            0.010145,           0.0049502,             0.89974,             0.60592,             0.64876,             0.33747,            0.038124,           0.0081555,           0.0081814,           0.0083528,           0.0083528,           0.0083528
                 199,             0.03621,            0.010158,           0.0054616,             0.88564,             0.58573,             0.63053,             0.32935,            0.038759,           0.0083496,            0.010293,           0.0083372,           0.0083372,           0.0083372
                 200,            0.034903,            0.010241,           0.0051794,              0.8811,              0.5937,             0.64158,             0.33336,            0.038352,           0.0081484,           0.0095109,           0.0083215,           0.0083215,           0.0083215
                 201,            0.035438,            0.010478,           0.0052842,             0.89274,             0.58985,             0.63447,             0.33561,            0.038656,           0.0082051,           0.0092825,           0.0083057,           0.0083057,           0.0083057
                 202,            0.035939,            0.010156,           0.0051902,              0.8548,             0.59433,             0.63147,             0.32302,            0.038997,           0.0083653,           0.0095576,           0.0082899,           0.0082899,           0.0082899
                 203,            0.035147,           0.0099787,           0.0045942,              0.9204,             0.58109,             0.64394,             0.32993,            0.038947,           0.0084154,           0.0086602,            0.008274,            0.008274,            0.008274
                 204,            0.035042,           0.0099212,           0.0054936,             0.89922,              0.5991,             0.64378,              0.3308,            0.038913,           0.0082037,           0.0079468,           0.0082581,           0.0082581,           0.0082581
                 205,            0.035858,            0.009626,           0.0055136,             0.88562,              0.5931,             0.64088,             0.33097,            0.038823,           0.0082812,           0.0092759,           0.0082421,           0.0082421,           0.0082421
                 206,            0.035248,           0.0095367,           0.0048189,             0.89041,             0.59767,              0.6412,             0.33031,            0.038707,           0.0081999,           0.0087081,           0.0082261,           0.0082261,           0.0082261
                 207,            0.035391,           0.0096988,           0.0048498,              0.8734,             0.61402,              0.6428,             0.32958,            0.038603,            0.008206,           0.0084973,             0.00821,             0.00821,             0.00821
                 208,             0.03477,           0.0098453,           0.0047229,             0.88181,             0.60032,             0.64124,             0.33082,            0.038915,           0.0082605,           0.0079326,           0.0081938,           0.0081938,           0.0081938
                 209,            0.035464,           0.0099719,           0.0048797,             0.91291,             0.58814,             0.64571,             0.33437,             0.03832,           0.0082503,           0.0080923,           0.0081776,           0.0081776,           0.0081776
                 210,            0.034859,           0.0095861,           0.0044621,             0.91272,             0.58365,             0.64327,             0.33819,            0.038098,            0.008184,           0.0085103,           0.0081613,           0.0081613,           0.0081613
                 211,            0.034817,           0.0094737,           0.0043304,             0.89174,             0.59317,             0.64094,             0.33867,            0.038535,           0.0081722,           0.0080769,            0.008145,            0.008145,            0.008145
                 212,            0.034807,           0.0093729,           0.0048236,             0.88838,             0.60846,             0.64309,             0.33873,            0.038684,           0.0081133,           0.0086389,           0.0081287,           0.0081287,           0.0081287
                 213,            0.034563,           0.0098092,           0.0051072,             0.89324,             0.59492,             0.63961,             0.33919,            0.038161,           0.0080521,           0.0084656,           0.0081122,           0.0081122,           0.0081122
                 214,            0.034525,           0.0098942,           0.0050363,             0.86647,             0.61225,             0.64492,             0.33285,            0.038583,           0.0080038,           0.0082223,           0.0080958,           0.0080958,           0.0080958
                 215,            0.034902,           0.0098069,           0.0044516,              0.9221,              0.5959,             0.65946,             0.33552,            0.038173,           0.0079893,           0.0079157,           0.0080793,           0.0080793,           0.0080793
                 216,            0.033852,           0.0093997,           0.0045703,             0.90805,             0.60165,             0.64753,             0.33452,            0.038364,           0.0079238,           0.0086515,           0.0080627,           0.0080627,           0.0080627
                 217,            0.034716,            0.009716,           0.0043504,             0.91349,             0.59612,             0.65324,             0.34197,            0.038341,           0.0079454,           0.0076495,           0.0080461,           0.0080461,           0.0080461
                 218,            0.034552,            0.010231,           0.0052617,             0.89481,             0.60936,             0.65248,             0.34208,            0.037812,           0.0078822,           0.0081333,           0.0080294,           0.0080294,           0.0080294
                 219,            0.034565,           0.0097911,           0.0049279,             0.92585,             0.58903,             0.65076,             0.33592,            0.038186,           0.0079736,           0.0083077,           0.0080126,           0.0080126,           0.0080126
                 220,            0.034427,           0.0096508,           0.0048168,             0.90349,             0.60201,             0.65277,             0.33873,            0.038201,            0.008007,           0.0082198,           0.0079959,           0.0079959,           0.0079959
                 221,            0.034479,           0.0095963,           0.0046718,             0.90112,             0.60199,             0.65318,             0.34127,            0.037701,           0.0079904,           0.0078813,            0.007979,            0.007979,            0.007979
                 222,            0.034928,            0.010027,           0.0048516,             0.91416,             0.59055,             0.65316,              0.3436,            0.038232,            0.008109,           0.0088207,           0.0079622,           0.0079622,           0.0079622
                 223,            0.034599,            0.010204,           0.0048691,              0.9048,             0.59713,             0.65364,             0.33877,             0.03797,           0.0079622,           0.0084069,           0.0079452,           0.0079452,           0.0079452
                 224,             0.03426,           0.0095084,           0.0046427,             0.88297,             0.60558,                0.65,             0.33408,            0.038352,           0.0078822,           0.0093191,           0.0079282,           0.0079282,           0.0079282
                 225,            0.035015,           0.0095136,           0.0045332,             0.92714,             0.58546,             0.65447,             0.33815,            0.038302,            0.007926,           0.0088228,           0.0079112,           0.0079112,           0.0079112
                 226,            0.034391,           0.0093501,           0.0050882,             0.89552,             0.60766,             0.66058,             0.34139,            0.038074,             0.00784,           0.0083495,           0.0078941,           0.0078941,           0.0078941
                 227,            0.034161,           0.0092896,           0.0047562,             0.88728,             0.59877,             0.65009,             0.33668,            0.037972,            0.007957,           0.0097241,            0.007877,            0.007877,            0.007877
                 228,            0.035041,           0.0099228,            0.004784,             0.90427,             0.58898,             0.64718,             0.33831,            0.038158,           0.0079536,           0.0087339,           0.0078598,           0.0078598,           0.0078598
                 229,            0.034259,           0.0096497,           0.0050398,             0.87111,             0.62263,             0.65086,              0.3382,            0.037844,           0.0079027,           0.0086467,           0.0078426,           0.0078426,           0.0078426
                 230,            0.034304,           0.0099623,           0.0044902,             0.87826,             0.60743,              0.6422,             0.34021,            0.038277,           0.0080342,            0.010016,           0.0078254,           0.0078254,           0.0078254
                 231,            0.033918,           0.0094953,           0.0044492,              0.8636,             0.60956,             0.64158,             0.34356,            0.038689,           0.0080556,           0.0090954,            0.007808,            0.007808,            0.007808
                 232,            0.034614,             0.00995,           0.0045352,               0.876,              0.6068,             0.64325,              0.3417,            0.038446,           0.0080628,           0.0093694,           0.0077907,           0.0077907,           0.0077907
                 233,            0.033633,           0.0093843,           0.0048615,             0.87745,             0.60159,             0.64339,             0.34153,            0.037955,            0.007994,           0.0096741,           0.0077733,           0.0077733,           0.0077733
                 234,            0.034602,            0.009186,           0.0042265,             0.88696,              0.5986,             0.64735,             0.34191,            0.037881,           0.0080284,           0.0088178,           0.0077558,           0.0077558,           0.0077558
                 235,            0.033691,             0.00947,           0.0040493,             0.87505,             0.62508,             0.65843,             0.34798,            0.037589,           0.0079483,           0.0080619,           0.0077383,           0.0077383,           0.0077383
                 236,            0.033692,           0.0094673,            0.004281,             0.91461,             0.58593,             0.65474,             0.34849,            0.037853,           0.0078802,           0.0086878,           0.0077208,           0.0077208,           0.0077208
                 237,            0.034005,           0.0095416,           0.0041643,              0.8925,             0.61297,             0.65707,              0.3465,            0.038167,           0.0080316,           0.0086716,           0.0077032,           0.0077032,           0.0077032
                 238,            0.033732,           0.0094885,            0.004506,             0.89557,             0.59554,             0.64873,             0.34097,            0.037871,           0.0080771,           0.0090878,           0.0076856,           0.0076856,           0.0076856
                 239,            0.033887,            0.009681,           0.0049121,             0.90211,             0.58437,             0.64272,             0.33817,            0.037623,           0.0078546,            0.009858,           0.0076679,           0.0076679,           0.0076679
                 240,            0.033687,           0.0095556,           0.0042784,             0.91761,             0.57552,             0.64955,              0.3441,            0.037662,           0.0078643,           0.0093268,           0.0076502,           0.0076502,           0.0076502
                 241,            0.034441,           0.0097504,           0.0044622,             0.89741,             0.60657,             0.65138,             0.34364,            0.037448,           0.0078768,           0.0093915,           0.0076324,           0.0076324,           0.0076324
                 242,            0.032931,           0.0095674,           0.0041216,             0.90436,             0.59648,             0.65309,             0.34324,            0.038023,           0.0078115,           0.0086673,           0.0076146,           0.0076146,           0.0076146
                 243,            0.033625,           0.0093385,           0.0044962,             0.88178,             0.61505,             0.65625,             0.34472,             0.03818,           0.0078514,           0.0091805,           0.0075968,           0.0075968,           0.0075968
                 244,            0.033491,           0.0090321,           0.0043795,             0.91891,             0.60023,             0.66209,             0.34715,            0.037563,           0.0077732,             0.00882,           0.0075789,           0.0075789,           0.0075789
                 245,            0.033513,           0.0096493,            0.004415,             0.90768,             0.58549,             0.64626,             0.34674,            0.038017,           0.0080571,           0.0094846,           0.0075609,           0.0075609,           0.0075609
                 246,            0.032876,           0.0092675,           0.0044186,              0.9161,             0.56542,             0.63867,             0.34559,             0.03751,           0.0081144,            0.010457,            0.007543,            0.007543,            0.007543
                 247,             0.03336,            0.009131,           0.0045286,             0.90549,             0.58128,              0.6478,             0.34342,            0.037305,           0.0079294,           0.0099223,           0.0075249,           0.0075249,           0.0075249
                 248,            0.034095,           0.0093542,           0.0051137,             0.89521,             0.59777,             0.64818,             0.34019,            0.037524,           0.0078781,           0.0096466,           0.0075069,           0.0075069,           0.0075069
                 249,            0.033591,           0.0095802,           0.0044141,             0.87578,             0.58989,             0.63574,             0.33941,            0.037849,           0.0077636,           0.0093423,           0.0074888,           0.0074888,           0.0074888
                 250,            0.033308,            0.008745,           0.0040014,             0.88616,             0.59178,             0.64671,             0.33804,             0.03797,           0.0078712,           0.0091932,           0.0074707,           0.0074707,           0.0074707
                 251,            0.032728,           0.0093594,           0.0042507,             0.89726,             0.59621,             0.65604,             0.34584,            0.037526,           0.0077672,            0.008139,           0.0074525,           0.0074525,           0.0074525
                 252,            0.033352,           0.0098982,           0.0040836,             0.89835,             0.59651,             0.65314,             0.34574,            0.037506,           0.0077072,           0.0085373,           0.0074343,           0.0074343,           0.0074343
                 253,            0.034024,           0.0096639,           0.0048638,             0.88815,             0.59963,             0.65239,             0.34514,            0.037695,           0.0077927,            0.008571,            0.007416,            0.007416,            0.007416
                 254,            0.033248,           0.0092578,           0.0044391,              0.9054,             0.59933,             0.65434,             0.34642,            0.037478,           0.0078228,           0.0090432,           0.0073977,           0.0073977,           0.0073977
                 255,            0.032691,           0.0097187,           0.0047064,             0.91035,             0.59421,              0.6541,             0.34848,            0.037218,           0.0078512,           0.0090545,           0.0073794,           0.0073794,           0.0073794
                 256,            0.032969,           0.0091409,           0.0046793,             0.90435,             0.60501,             0.65888,             0.34914,             0.03672,           0.0078625,           0.0094431,            0.007361,            0.007361,            0.007361
                 257,             0.03335,           0.0094483,           0.0046729,             0.89941,             0.60153,             0.65014,             0.34317,            0.036989,           0.0078284,           0.0096239,           0.0073426,           0.0073426,           0.0073426
                 258,            0.033466,           0.0097744,           0.0043037,             0.89761,             0.58867,             0.65094,             0.34322,            0.037335,           0.0077422,            0.008821,           0.0073242,           0.0073242,           0.0073242
                 259,            0.032496,           0.0095316,           0.0044987,             0.89234,             0.59303,               0.651,             0.34885,            0.037173,           0.0077725,           0.0078804,           0.0073057,           0.0073057,           0.0073057
                 260,            0.032752,           0.0093912,           0.0040591,             0.88744,             0.59759,              0.6454,             0.34789,            0.037327,           0.0077445,           0.0081986,           0.0072872,           0.0072872,           0.0072872
                 261,            0.033051,           0.0089713,           0.0044805,              0.8761,             0.60864,             0.65049,             0.34382,            0.037714,           0.0077994,           0.0094906,           0.0072686,           0.0072686,           0.0072686
                 262,            0.032188,           0.0092529,           0.0044651,             0.88268,             0.61963,             0.65152,             0.34483,            0.037027,           0.0077198,           0.0095628,             0.00725,             0.00725,             0.00725
                 263,            0.032666,           0.0090015,           0.0044021,              0.8925,             0.61135,             0.65113,              0.3463,            0.037255,           0.0077768,            0.008757,           0.0072314,           0.0072314,           0.0072314
                 264,            0.032443,           0.0096494,             0.00454,             0.91893,             0.59968,              0.6606,             0.34988,            0.037394,           0.0077674,           0.0090153,           0.0072127,           0.0072127,           0.0072127
                 265,            0.032956,           0.0091252,           0.0038851,               0.902,             0.59931,             0.65785,             0.35149,            0.037098,           0.0077496,           0.0089345,            0.007194,            0.007194,            0.007194
                 266,             0.03288,           0.0090841,           0.0043072,             0.87805,             0.61748,             0.65034,             0.34794,             0.03722,           0.0079487,            0.011215,           0.0071753,           0.0071753,           0.0071753
                 267,            0.032634,           0.0096271,           0.0036519,              0.8943,             0.60399,             0.65351,             0.34713,            0.037183,           0.0078774,           0.0097647,           0.0071566,           0.0071566,           0.0071566
                 268,            0.032758,           0.0087951,           0.0036464,             0.89016,             0.60555,             0.64705,             0.34569,            0.037441,           0.0079212,            0.010052,           0.0071378,           0.0071378,           0.0071378
                 269,            0.033017,           0.0089819,           0.0038609,             0.90494,             0.59242,             0.65468,             0.34981,            0.037326,           0.0078752,            0.009517,           0.0071189,           0.0071189,           0.0071189
                 270,             0.03268,           0.0094544,           0.0039841,             0.90966,             0.59829,             0.66017,             0.35259,            0.037591,           0.0078331,           0.0085015,           0.0071001,           0.0071001,           0.0071001
                 271,            0.032471,           0.0095573,           0.0039748,             0.89557,             0.58474,             0.65033,             0.35125,            0.037096,           0.0078658,           0.0091508,           0.0070812,           0.0070812,           0.0070812
                 272,            0.032442,            0.009212,           0.0038694,              0.8761,             0.61349,             0.65154,             0.34966,            0.036766,           0.0078757,           0.0093877,           0.0070623,           0.0070623,           0.0070623
                 273,            0.031523,           0.0090959,           0.0038659,             0.86308,             0.63186,             0.65889,             0.34893,            0.036783,           0.0078543,           0.0089476,           0.0070433,           0.0070433,           0.0070433
                 274,            0.032269,           0.0093216,           0.0046067,             0.89407,             0.60339,             0.65421,             0.34436,            0.036848,           0.0078753,            0.009096,           0.0070243,           0.0070243,           0.0070243
                 275,            0.031955,           0.0090453,           0.0038588,             0.86902,             0.61564,             0.65483,             0.35028,            0.037187,            0.007813,           0.0092759,           0.0070053,           0.0070053,           0.0070053
                 276,            0.031821,           0.0089037,           0.0040919,             0.88347,             0.61313,             0.65889,              0.3527,            0.037013,            0.007815,            0.008896,           0.0069863,           0.0069863,           0.0069863
                 277,            0.032614,           0.0088831,           0.0043338,             0.90147,             0.59643,             0.65535,             0.35175,            0.037355,            0.007902,           0.0097708,           0.0069672,           0.0069672,           0.0069672
                 278,            0.031762,           0.0091337,           0.0038376,             0.88056,              0.6267,             0.66011,             0.35254,            0.037184,            0.007794,           0.0094442,           0.0069481,           0.0069481,           0.0069481
                 279,            0.031664,           0.0094362,           0.0040376,             0.90652,             0.61233,              0.6623,             0.35216,            0.037106,           0.0078573,           0.0094328,           0.0069289,           0.0069289,           0.0069289
                 280,            0.032131,           0.0091153,           0.0048706,             0.90791,              0.6161,             0.66326,             0.35312,            0.036904,           0.0079019,           0.0092202,           0.0069098,           0.0069098,           0.0069098
                 281,            0.031749,           0.0094256,           0.0040079,             0.89232,             0.62129,             0.66347,             0.35511,            0.036845,           0.0077676,           0.0092183,           0.0068906,           0.0068906,           0.0068906
                 282,            0.031998,           0.0092257,            0.003835,             0.91293,              0.6077,             0.66182,             0.35336,            0.036922,           0.0077892,           0.0091412,           0.0068714,           0.0068714,           0.0068714
                 283,            0.031762,           0.0091156,           0.0037573,             0.88755,             0.61857,             0.65968,             0.35593,            0.037088,           0.0077351,           0.0098913,           0.0068521,           0.0068521,           0.0068521
                 284,            0.031742,           0.0092881,           0.0043524,             0.91917,             0.60019,              0.6585,             0.35154,            0.036692,           0.0077783,           0.0097341,           0.0068328,           0.0068328,           0.0068328
                 285,            0.031751,           0.0095218,           0.0042206,             0.91164,             0.60242,             0.66077,              0.3517,            0.036755,           0.0078419,           0.0095183,           0.0068135,           0.0068135,           0.0068135
                 286,            0.030755,           0.0088272,           0.0035393,             0.88256,             0.61164,             0.65574,             0.35166,            0.036784,           0.0079331,            0.010665,           0.0067942,           0.0067942,           0.0067942
                 287,            0.031926,           0.0092401,           0.0038632,             0.88453,             0.61479,             0.65259,             0.35071,            0.037067,           0.0078915,            0.010827,           0.0067748,           0.0067748,           0.0067748
                 288,            0.031766,           0.0091987,           0.0040161,             0.88611,              0.6064,             0.65435,             0.35377,            0.037043,           0.0078857,           0.0089956,           0.0067555,           0.0067555,           0.0067555
                 289,            0.031252,           0.0095222,            0.003868,              0.9089,             0.61272,             0.66255,             0.35258,            0.036493,           0.0078095,            0.008339,           0.0067361,           0.0067361,           0.0067361
                 290,            0.031649,           0.0088777,           0.0038194,             0.90127,             0.60115,               0.655,             0.35157,            0.036855,           0.0077679,           0.0089419,           0.0067166,           0.0067166,           0.0067166
                 291,            0.030759,           0.0092118,           0.0034886,             0.90112,             0.60931,             0.65973,             0.35299,            0.036922,           0.0078187,           0.0090697,           0.0066972,           0.0066972,           0.0066972
                 292,             0.03134,           0.0088697,           0.0040175,             0.92388,             0.59671,             0.66221,             0.35478,            0.036959,           0.0078071,           0.0086869,           0.0066777,           0.0066777,           0.0066777
                 293,            0.030967,           0.0087773,           0.0037076,             0.91865,             0.59531,             0.66531,             0.35544,             0.03687,           0.0077742,           0.0089506,           0.0066582,           0.0066582,           0.0066582
                 294,            0.031392,           0.0087327,           0.0033482,             0.88619,             0.61923,             0.65894,             0.35716,            0.036688,           0.0077497,           0.0093045,           0.0066387,           0.0066387,           0.0066387
                 295,            0.031201,           0.0093793,           0.0033455,              0.8852,              0.6021,             0.65469,             0.35718,            0.036662,           0.0076492,           0.0094651,           0.0066191,           0.0066191,           0.0066191
                 296,            0.031639,           0.0089288,           0.0036422,             0.89558,             0.60351,              0.6547,             0.35362,            0.036884,           0.0077198,           0.0092529,           0.0065995,           0.0065995,           0.0065995
                 297,            0.031258,           0.0090056,           0.0039192,             0.90831,             0.60326,             0.66554,             0.35601,            0.037054,           0.0077777,           0.0086182,           0.0065799,           0.0065799,           0.0065799
                 298,            0.030818,           0.0091017,           0.0036212,             0.90391,             0.61778,              0.6695,             0.36111,            0.036788,           0.0077126,            0.008313,           0.0065603,           0.0065603,           0.0065603
                 299,            0.031274,           0.0088583,           0.0040469,             0.90267,             0.60556,              0.6634,             0.36013,            0.037065,           0.0076347,           0.0084881,           0.0065407,           0.0065407,           0.0065407
                 300,            0.031249,           0.0089143,           0.0038584,             0.90249,             0.61011,             0.66357,             0.35819,            0.036831,           0.0077375,           0.0089101,            0.006521,            0.006521,            0.006521
                 301,            0.030846,           0.0092323,           0.0034615,             0.90292,             0.59932,             0.65604,             0.35401,            0.036786,           0.0078284,           0.0089429,           0.0065013,           0.0065013,           0.0065013
                 302,            0.031316,            0.008975,           0.0037412,             0.90667,             0.59967,             0.65723,             0.35357,            0.037245,           0.0079097,           0.0089803,           0.0064816,           0.0064816,           0.0064816
                 303,            0.031333,            0.009157,           0.0034577,             0.87984,              0.6188,             0.65381,             0.35473,            0.036886,            0.007817,           0.0087562,           0.0064619,           0.0064619,           0.0064619
                 304,            0.031134,           0.0088988,           0.0041911,              0.8707,             0.62112,             0.65633,             0.35412,            0.036651,           0.0078478,           0.0085758,           0.0064422,           0.0064422,           0.0064422
                 305,            0.031577,           0.0094687,           0.0037745,             0.88235,             0.61846,             0.66202,             0.35141,            0.036652,           0.0078419,           0.0078698,           0.0064224,           0.0064224,           0.0064224
                 306,            0.030525,           0.0087712,           0.0036538,             0.89587,             0.61386,             0.66088,             0.35534,            0.036442,           0.0077683,           0.0080223,           0.0064027,           0.0064027,           0.0064027
                 307,            0.030108,           0.0087465,           0.0036422,              0.9071,             0.60802,             0.66335,             0.35675,            0.036527,           0.0077921,           0.0078916,           0.0063829,           0.0063829,           0.0063829
                 308,             0.03052,           0.0086839,            0.003338,              0.9101,             0.60258,             0.66368,             0.35715,             0.03658,           0.0077877,           0.0079274,            0.006363,            0.006363,            0.006363
                 309,            0.031287,           0.0088929,           0.0039125,             0.89135,             0.61345,             0.66399,             0.35846,            0.036458,           0.0078624,            0.008566,           0.0063432,           0.0063432,           0.0063432
                 310,            0.030377,           0.0094282,           0.0039596,             0.87838,             0.61507,             0.65932,             0.35517,            0.036679,            0.007832,           0.0083112,           0.0063234,           0.0063234,           0.0063234
                 311,            0.030726,           0.0087659,           0.0034534,             0.90737,             0.59229,              0.6565,             0.35168,            0.036892,           0.0079758,            0.008625,           0.0063035,           0.0063035,           0.0063035
                 312,            0.030596,            0.008875,           0.0036656,              0.9262,             0.58508,             0.65631,              0.3566,            0.036359,           0.0078639,           0.0082514,           0.0062836,           0.0062836,           0.0062836
                 313,            0.030783,           0.0087888,           0.0036306,             0.90231,             0.59836,             0.65865,             0.35576,            0.036431,           0.0078539,           0.0084241,           0.0062637,           0.0062637,           0.0062637
